,Community,Disease,Shared genes,Disease genes,Community size,Ratio disease,Ratio community,Relevance
1177,2,Medulloblastoma,37,443,805,0.0835214446952596,0.04596273291925466,0.0038388738555585156
1178,2,Epileptic encephalopathy,46,357,805,0.12885154061624648,0.05714285714285714,0.007362945178071227
1179,2,Concave bridge of nose,16,219,805,0.0730593607305936,0.01987577639751553,0.0014521115176267052
1180,2,Depressed nasal root/bridge,16,219,805,0.0730593607305936,0.01987577639751553,0.0014521115176267052
1181,2,B-Cell Lymphomas,61,540,805,0.11296296296296296,0.07577639751552795,0.008559926386013342
1182,2,Multiple malignancy,19,146,805,0.13013698630136986,0.02360248447204969,0.0030715561984174253
1183,2,MYELODYSPLASTIC SYNDROME,61,507,805,0.1203155818540434,0.07577639751552795,0.009117081357884034
1184,2,Malignant Neoplasms,114,1025,805,0.11121951219512195,0.14161490683229813,0.01575034085744584
1185,2,"Leukemia, Myelocytic, Acute",120,1204,805,0.09966777408637874,0.14906832298136646,0.014857307938342173
1186,2,Bulging forehead,8,92,805,0.08695652173913043,0.009937888198757764,0.0008641641911963273
1187,2,Prominent forehead,8,92,805,0.08695652173913043,0.009937888198757764,0.0008641641911963273
1188,2,Solid Neoplasm,65,615,805,0.10569105691056911,0.08074534161490683,0.008534060495884463
1189,2,Large auricle,8,114,805,0.07017543859649122,0.009937888198757764,0.0006973956630707203
1190,2,Large pinnae,8,114,805,0.07017543859649122,0.009937888198757764,0.0006973956630707203
1191,2,Macrotia,8,114,805,0.07017543859649122,0.009937888198757764,0.0006973956630707203
1192,2,Curvature of spine,27,313,805,0.08626198083067092,0.03354037267080745,0.002893258984382751
1193,2,Acquired scoliosis,28,320,805,0.0875,0.034782608695652174,0.003043478260869565
1194,2,Failure to gain weight,34,405,805,0.08395061728395062,0.0422360248447205,0.0035457403573345603
1195,2,Retinoblastoma,38,405,805,0.09382716049382717,0.04720496894409938,0.00442910819722414
1196,2,Ventricular Septal Defects,16,182,805,0.08791208791208792,0.01987577639751553,0.0017473210019793872
1197,2,Ataxia Telangiectasia,35,304,805,0.11513157894736842,0.043478260869565216,0.0050057208237986265
1198,2,Carcinomatosis,17,145,805,0.11724137931034483,0.02111801242236025,0.002475904904690512
1199,2,Esophageal carcinoma,57,506,805,0.11264822134387352,0.07080745341614907,0.007976333685218374
1200,2,Malignant neoplasm of skin,25,240,805,0.10416666666666667,0.031055900621118012,0.0032349896480331265
1201,2,Cryptorchidism,26,316,805,0.08227848101265822,0.03229813664596273,0.0026574416227690854
1202,2,Carcinoma,19,174,805,0.10919540229885058,0.02360248447204969,0.00257728278717784
1203,2,Posteriorly rotated ear,6,98,805,0.061224489795918366,0.007453416149068323,0.00045633160096336667
1204,2,Decreased projection of midface,15,131,805,0.11450381679389313,0.018633540372670808,0.0021336114930539094
1205,2,Hypotrophic midface,15,131,805,0.11450381679389313,0.018633540372670808,0.0021336114930539094
1206,2,Midface retrusion,15,131,805,0.11450381679389313,0.018633540372670808,0.0021336114930539094
1207,2,Small midface,15,131,805,0.11450381679389313,0.018633540372670808,0.0021336114930539094
1208,2,Refractory cancer,13,145,805,0.0896551724137931,0.016149068322981366,0.001447847504819019
1209,2,Pediatric failure to thrive,32,406,805,0.07881773399014778,0.03975155279503106,0.0031331273138940734
1210,2,Cutaneous Melanoma,21,235,805,0.08936170212765958,0.02608695652173913,0.0023311748381128583
1211,2,Triangular face,9,77,805,0.11688311688311688,0.011180124223602485,0.0013067677663950957
1212,2,Undergrowth,31,396,805,0.07828282828282829,0.03850931677018633,0.0030146182320095363
1213,2,Burkitt Lymphoma,27,310,805,0.08709677419354839,0.03354037267080745,0.002921258264876778
1214,2,Breast adenocarcinoma,16,138,805,0.11594202898550725,0.01987577639751553,0.0023044378431902064
1215,2,Hydrocephalus,21,200,805,0.105,0.02608695652173913,0.0027391304347826086
1216,2,Esophageal Neoplasms,47,470,805,0.1,0.058385093167701865,0.005838509316770187
1217,2,Dilated ventricles (finding),15,164,805,0.09146341463414634,0.018633540372670808,0.0017042872292076959
1218,2,Short neck,12,164,805,0.07317073170731707,0.014906832298136646,0.0010907438266929252
1219,2,Anaplastic astrocytoma,18,136,805,0.1323529411764706,0.02236024844720497,0.002959444647424187
1220,2,Hereditary Diffuse Gastric Cancer,27,233,805,0.11587982832618025,0.03354037267080745,0.003886652627089275
1221,2,Colorectal Neoplasms,95,769,805,0.1235370611183355,0.11801242236024845,0.014578907833840835
1222,2,Squamous cell carcinoma of the head and neck,80,674,805,0.11869436201780416,0.09937888198757763,0.011795712995558176
1223,2,Glioblastoma Multiforme,70,619,805,0.11308562197092084,0.08695652173913043,0.009833532345297465
1224,2,Joint hyperflexibility,8,97,805,0.08247422680412371,0.009937888198757764,0.0008196196452583723
1225,2,Astrocytoma,60,541,805,0.11090573012939002,0.07453416149068323,0.008266265599706089
1226,2,Malignant neoplasm of breast,402,3424,805,0.11740654205607477,0.4993788819875776,0.058630347709990135
1227,2,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",12,196,805,0.061224489795918366,0.014906832298136646,0.0009126632019267333
1228,2,Hyperreflexia,31,233,805,0.13304721030042918,0.03850931677018633,0.0051235571668488255
1229,2,Thick eyebrow,3,66,805,0.045454545454545456,0.0037267080745341614,0.0001693958215697346
1230,2,Rash and Dermatitis Adverse Event Associated with Chemoradiation,5,86,805,0.05813953488372093,0.006211180124223602,0.00036111512350137223
1231,2,Fanconi Anemia,17,225,805,0.07555555555555556,0.02111801242236025,0.0015955831608005522
1232,2,Acquired flat foot,9,89,805,0.10112359550561797,0.011180124223602485,0.0011305743596901389
1233,2,Patent ductus arteriosus,22,197,805,0.1116751269035533,0.02732919254658385,0.0030519910458113946
1234,2,Cerebellar Hypoplasia,9,119,805,0.07563025210084033,0.011180124223602485,0.0008455556135497677
1235,2,Disease Exacerbation,9,119,805,0.07563025210084033,0.011180124223602485,0.0008455556135497677
1236,2,Malignant neoplasm of pancreas,140,1290,805,0.10852713178294573,0.17391304347826086,0.01887428378833839
1237,2,Smooth philtrum,4,58,805,0.06896551724137931,0.004968944099378882,0.0003426857999571643
1238,2,Clinodactyly of the 5th finger,9,130,805,0.06923076923076923,0.011180124223602485,0.0007740086000955567
1239,2,Radial club hand,5,54,805,0.09259259259259259,0.006211180124223602,0.0005751092707614446
1240,2,"Myeloid Leukemia, Chronic",74,632,805,0.11708860759493671,0.09192546583850932,0.010763424797546977
1241,2,Motor Neuron Disease,34,112,805,0.30357142857142855,0.0422360248447205,0.01282165039929015
1242,2,Epithelial ovarian cancer,105,940,805,0.11170212765957446,0.13043478260869565,0.014569842738205364
1243,2,Bladder Neoplasm,90,864,805,0.10416666666666667,0.11180124223602485,0.011645962732919256
1244,2,Epithelioma,23,230,805,0.1,0.02857142857142857,0.002857142857142857
1245,2,Penile hypospadias,13,145,805,0.0896551724137931,0.016149068322981366,0.001447847504819019
1246,2,Atrial Septal Defects,11,134,805,0.08208955223880597,0.013664596273291925,0.001121720589598591
1247,2,Mammary Tumorigenesis,10,142,805,0.07042253521126761,0.012422360248447204,0.0008748141020033243
1248,2,Curvature of little finger,9,128,805,0.0703125,0.011180124223602485,0.0007861024844720497
1249,2,Delayed bone age,11,147,805,0.07482993197278912,0.013664596273291925,0.0010225208095660625
1250,2,Neoplasm Invasiveness,21,147,805,0.14285714285714285,0.02608695652173913,0.003726708074534161
1251,2,Pancreatic carcinoma,144,1303,805,0.11051419800460476,0.17888198757763976,0.01976899939461253
1252,2,leukemia,144,1351,805,0.10658771280532939,0.17888198757763976,0.019066621917971965
1253,2,Acute Promyelocytic Leukemia,35,354,805,0.09887005649717515,0.043478260869565216,0.004298698108572832
1254,2,Malignant tumor of colon,158,1391,805,0.11358734723220705,0.19627329192546583,0.022294162562346228
1255,2,Bloom Syndrome,7,70,805,0.1,0.008695652173913044,0.0008695652173913044
1256,2,Carcinogenesis,283,2764,805,0.10238784370477569,0.3515527950310559,0.035994732631616795
1257,2,Colonic Neoplasms,79,563,805,0.14031971580817051,0.09813664596273292,0.013770506271857727
1258,2,Blast Phase,15,169,805,0.08875739644970414,0.018633540372670808,0.0016538645301187108
1259,2,Fibrosarcoma,29,229,805,0.12663755458515283,0.03602484472049689,0.004562098239713579
1260,2,Broad forehead,10,82,805,0.12195121951219512,0.012422360248447204,0.0015149219815179518
1261,2,Acute leukemia,27,365,805,0.07397260273972603,0.03354037267080745,0.002481068663320003
1262,2,Noninfiltrating Intraductal Carcinoma,28,221,805,0.12669683257918551,0.034782608695652174,0.004406846350580366
1263,2,Flatfoot,9,91,805,0.0989010989010989,0.011180124223602485,0.0011057265715650809
1264,2,Convex nasal ridge,6,47,805,0.1276595744680851,0.007453416149068323,0.0009514999339236156
1265,2,Adenomatous Polyposis Coli,31,295,805,0.10508474576271186,0.03850931677018633,0.004046741762290767
1266,2,Carcinoma breast stage IV,31,295,805,0.10508474576271186,0.03850931677018633,0.004046741762290767
1267,2,melanoma,198,1692,805,0.11702127659574468,0.24596273291925466,0.028782873001189375
1268,2,Lung Neoplasms,113,834,805,0.1354916067146283,0.14037267080745341,0.01901931870652546
1269,2,Frontal bossing,20,170,805,0.11764705882352941,0.024844720496894408,0.0029229082937522835
1270,2,Embryonal Rhabdomyosarcoma,5,78,805,0.0641025641025641,0.006211180124223602,0.0003981525720656155
1271,2,Hyperkeratosis,5,105,805,0.047619047619047616,0.006211180124223602,0.0002957704821058858
1272,2,Neuroblastoma,166,1185,805,0.140084388185654,0.2062111801242236,0.028886967004743556
1273,2,Retrognathia,8,99,805,0.08080808080808081,0.009937888198757764,0.0008030616726268902
1274,2,Primary malignant neoplasm,94,735,805,0.12789115646258503,0.11677018633540373,0.014933874170786328
1275,2,Malignant neoplasm of urinary bladder,89,811,805,0.10974106041923551,0.11055900621118013,0.012132862580511753
1276,2,Malignant neoplasm of ovary,156,1404,805,0.1111111111111111,0.1937888198757764,0.021532091097308487
1277,2,Amyotrophic Lateral Sclerosis,89,480,805,0.18541666666666667,0.11055900621118013,0.020499482401656315
1278,2,Acute lymphocytic leukemia,66,649,805,0.1016949152542373,0.08198757763975155,0.008337719759974735
1279,2,Ewings sarcoma,27,266,805,0.10150375939849623,0.03354037267080745,0.003404473917713538
1280,2,Decreased platelet count,13,123,805,0.10569105691056911,0.016149068322981366,0.0017068120991768924
1281,2,Malignant Glioma,42,372,805,0.11290322580645161,0.05217391304347826,0.0058906030855539965
1282,2,Respiratory Failure,30,147,805,0.20408163265306123,0.037267080745341616,0.007605526682722779
1283,2,"Genetic Diseases, Inborn",53,374,805,0.14171122994652408,0.06583850931677018,0.009330056133125188
1284,2,Neoplasm of uncertain or unknown behavior of breast,4,41,805,0.0975609756097561,0.004968944099378882,0.0004847750340857446
1285,2,Delayed speech and language development,17,172,805,0.09883720930232558,0.02111801242236025,0.0020872454138379315
1286,2,Disseminated Malignant Neoplasm,14,154,805,0.09090909090909091,0.017391304347826087,0.0015810276679841897
1287,2,Hypospadias,14,154,805,0.09090909090909091,0.017391304347826087,0.0015810276679841897
1288,2,Monosomy,13,119,805,0.1092436974789916,0.016149068322981366,0.0017641839344433425
1289,2,Malignant neoplasm of mouth,34,363,805,0.09366391184573003,0.0422360248447205,0.003955991307769964
1290,2,Pancreatic Ductal Adenocarcinoma,57,507,805,0.11242603550295859,0.07080745341614907,0.00796060127163806
1291,2,Feeding difficulties in infancy,22,181,805,0.12154696132596685,0.02732919254658385,0.0033217803095295286
1292,2,Myeloid Leukemia,34,369,805,0.0921409214092141,0.0422360248447205,0.0038916662458550054
1293,2,"Acute Myeloid Leukemia, M1",11,96,805,0.11458333333333333,0.013664596273291925,0.001565734989648033
1294,2,Central neuroblastoma,163,1152,805,0.14149305555555555,0.20248447204968945,0.028650146652864045
1295,2,Long eyelashes,3,51,805,0.058823529411764705,0.0037267080745341614,0.00021921812203142126
1296,2,"Carcinoma, Papillary",19,154,805,0.12337662337662338,0.02360248447204969,0.002911994837460676
1297,2,Tumor Progression,146,1443,805,0.10117810117810118,0.1813664596273292,0.018350314002487916
1298,2,Carcinoma of bladder,86,819,805,0.10500610500610501,0.10683229813664596,0.011218043516180163
1299,2,Hemoglobin low,13,140,805,0.09285714285714286,0.016149068322981366,0.0014995563442768412
1300,2,Intrahepatic Cholangiocarcinoma,18,140,805,0.12857142857142856,0.02236024844720497,0.00287488908606921
1301,2,Postnatal growth retardation,9,73,805,0.1232876712328767,0.011180124223602485,0.001378371479622224
1302,2,Thin upper lip vermilion,4,102,805,0.0392156862745098,0.004968944099378882,0.0001948605529168189
1303,2,Malignant Head and Neck Neoplasm,43,346,805,0.12427745664739884,0.05341614906832298,0.006638423150109503
1304,2,Colon Carcinoma,167,1442,805,0.1158113730929265,0.20745341614906831,0.02402546497704189
1305,2,Hypertrophic Cardiomyopathy,22,247,805,0.08906882591093117,0.02732919254658385,0.0024341790932179944
1306,2,Mucoepidermoid Carcinoma,7,60,805,0.11666666666666667,0.008695652173913044,0.0010144927536231885
1307,2,Lip and Oral Cavity Carcinoma,35,348,805,0.10057471264367816,0.043478260869565216,0.004372813593203398
1308,2,Increased head circumference,21,167,805,0.12574850299401197,0.02608695652173913,0.003280395730278573
1309,2,Seckel syndrome,2,34,805,0.058823529411764705,0.002484472049689441,0.00014614541468761417
1310,2,Ependymoma,8,104,805,0.07692307692307693,0.009937888198757764,0.0007644529383659819
1311,2,Adult Hepatocellular Carcinoma,7,81,805,0.08641975308641975,0.008695652173913044,0.0007514761137949543
1312,2,Childhood Medulloblastoma,3,78,805,0.038461538461538464,0.0037267080745341614,0.0001433349259436216
1313,2,Uterine Cancer,5,56,805,0.08928571428571429,0.006211180124223602,0.0005545696539485359
1314,2,Speech impairment,17,156,805,0.10897435897435898,0.02111801242236025,0.002301321866539258
1315,2,Neurofibromatosis 1,17,163,805,0.10429447852760736,0.02111801242236025,0.0022024920931295964
1316,2,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",25,261,805,0.09578544061302682,0.031055900621118012,0.0029747031246281624
1317,2,Class III malocclusion,10,89,805,0.11235955056179775,0.012422360248447204,0.00139577081443227
1318,2,"Mammary Neoplasms, Experimental",15,127,805,0.11811023622047244,0.018633540372670808,0.0022008118550398592
1319,2,Increased size of the mandible,9,86,805,0.10465116279069768,0.011180124223602485,0.0011700130001444462
1320,2,Big calvaria,21,165,805,0.12727272727272726,0.02608695652173913,0.003320158102766798
1321,2,Increased size of skull,21,165,805,0.12727272727272726,0.02608695652173913,0.003320158102766798
1322,2,Neoplasm of uncertain or unknown behavior of ovary,2,33,805,0.06060606060606061,0.002484472049689441,0.0001505740636175419
1323,2,Sandal gap,3,33,805,0.09090909090909091,0.0037267080745341614,0.0003387916431394692
1324,2,"Mammary Carcinoma, Animal",10,116,805,0.08620689655172414,0.012422360248447204,0.0010708931248661383
1325,2,Animal Mammary Neoplasms,10,116,805,0.08620689655172414,0.012422360248447204,0.0010708931248661383
1326,2,Ductal Carcinoma,18,177,805,0.1016949152542373,0.02236024844720497,0.0022739235709022007
1327,2,Anoxia,33,218,805,0.15137614678899083,0.040993788819875775,0.006205481793834407
1328,2,Cafe-au-Lait Spots,3,41,805,0.07317073170731707,0.0037267080745341614,0.0002726859566732313
1329,2,Familial Alzheimer Disease (FAD),16,147,805,0.10884353741496598,0.01987577639751553,0.002163349811974479
1330,2,Adenocarcinoma,151,1186,805,0.12731871838111297,0.18757763975155278,0.02388214469012181
1331,2,Liver and Intrahepatic Biliary Tract Carcinoma,39,439,805,0.0888382687927107,0.0484472049689441,0.0043039658172866055
1332,2,Thyroid carcinoma,54,517,805,0.10444874274661509,0.0670807453416149,0.007006499513437533
1333,2,Down Syndrome,59,348,805,0.16954022988505746,0.07329192546583851,0.012425929892196758
1334,2,Epilepsy,102,826,805,0.1234866828087167,0.1267080745341615,0.015646759809303235
1335,2,Female Breast Carcinoma,3,44,805,0.06818181818181818,0.0037267080745341614,0.00025409373235460187
1336,2,Malignant Childhood Neoplasm,6,73,805,0.0821917808219178,0.007453416149068323,0.0006126095464987662
1337,2,Squamous cell carcinoma of lung,19,214,805,0.08878504672897196,0.02360248447204969,0.0020955476867707667
1338,2,Secondary malignant neoplasm of lymph node,101,889,805,0.11361079865016872,0.12546583850931678,0.014254274116356574
1339,2,liposarcoma,8,104,805,0.07692307692307693,0.009937888198757764,0.0007644529383659819
1340,2,"Carcinoma, Transitional Cell",32,295,805,0.10847457627118644,0.03975155279503106,0.0043120328455626905
1341,2,Leukodystrophy,18,158,805,0.11392405063291139,0.02236024844720497,0.0025473700762638574
1342,2,Primary malignant neoplasm of lung,181,1556,805,0.11632390745501285,0.2248447204968944,0.026154816458828976
1343,2,Brain Neoplasms,49,465,805,0.1053763440860215,0.06086956521739131,0.006414212248714353
1344,2,Birthmark,3,40,805,0.075,0.0037267080745341614,0.0002795031055900621
1345,2,Chromosome Breakage,2,40,805,0.05,0.002484472049689441,0.00012422360248447205
1346,2,Hereditary Malignant Neoplasm,6,54,805,0.1111111111111111,0.007453416149068323,0.0008281573498964802
1347,2,Atrial Premature Complexes,10,87,805,0.11494252873563218,0.012422360248447204,0.0014278574998215178
1348,2,Acute Myeloid Leukemia (AML-M2),11,98,805,0.11224489795918367,0.013664596273291925,0.0015337812143490935
1349,2,Malignant neoplasm of thyroid,36,368,805,0.09782608695652174,0.04472049689440994,0.004374831217931407
1350,2,Hypertrophy of lower jaw,9,84,805,0.10714285714285714,0.011180124223602485,0.0011978704525288377
1351,2,mandibular excess (physical finding),9,84,805,0.10714285714285714,0.011180124223602485,0.0011978704525288377
1352,2,Mandibular hyperplasia,9,84,805,0.10714285714285714,0.011180124223602485,0.0011978704525288377
1353,2,Diffuse Astrocytoma,7,57,805,0.12280701754385964,0.008695652173913044,0.0010678871090770404
1354,2,Central Serous Chorioretinopathy,5,81,805,0.06172839506172839,0.006211180124223602,0.0003834061805076297
1355,2,synovial sarcoma,13,167,805,0.07784431137724551,0.016149068322981366,0.0012571131029865735
1356,2,Spinal Muscular Atrophy,17,152,805,0.1118421052631579,0.02111801242236025,0.002361882968290291
1357,2,Cerebral atrophy,38,252,805,0.15079365079365079,0.04720496894409938,0.007118209602681652
1358,2,Breast Carcinoma,396,3337,805,0.11866946359005094,0.4919254658385093,0.05837653115734183
1359,2,Upward slant of palpebral fissure,3,100,805,0.03,0.0037267080745341614,0.00011180124223602484
1360,2,Language Delay,17,159,805,0.1069182389937107,0.02111801242236025,0.0022579006992460644
1361,2,Precursor Cell Lymphoblastic Leukemia Lymphoma,44,445,805,0.09887640449438202,0.0546583850931677,0.00540442459348175
1362,2,Promyelocytic leukemia,16,178,805,0.0898876404494382,0.01987577639751553,0.0017865866424733058
1363,2,"Low-set, posteriorly rotated ears",14,118,805,0.11864406779661017,0.017391304347826087,0.0020633750921149594
1364,2,Squamous cell carcinoma of esophagus,77,720,805,0.10694444444444444,0.09565217391304348,0.010229468599033816
1365,2,Progressive microcephaly,6,46,805,0.13043478260869565,0.007453416149068323,0.0009721847150958681
1366,2,Frontotemporal dementia,28,115,805,0.24347826086956523,0.034782608695652174,0.008468809073724009
1367,2,Convex nasal bridge,4,71,805,0.056338028169014086,0.004968944099378882,0.0002799405126410638
1368,2,Prominent nasal bridge,4,71,805,0.056338028169014086,0.004968944099378882,0.0002799405126410638
1369,2,hypopigmented skin patch,3,62,805,0.04838709677419355,0.0037267080745341614,0.00018032458425165296
1370,2,mixed gliomas,7,62,805,0.11290322580645161,0.008695652173913044,0.000981767180925666
1371,2,Skin Carcinogenesis,11,107,805,0.102803738317757,0.013664596273291925,0.0014047715794973006
1372,2,Skin Neoplasms,25,194,805,0.12886597938144329,0.031055900621118012,0.0040020490491131456
1373,2,Tumor Promotion,7,88,805,0.07954545454545454,0.008695652173913044,0.000691699604743083
1374,2,Death in early childhood,7,85,805,0.08235294117647059,0.008695652173913044,0.0007161125319693095
1375,2,Hypoplasia of corpus callosum,9,145,805,0.06206896551724138,0.011180124223602485,0.0006939387449132577
1376,2,"Carcinoma, Cribriform",10,93,805,0.10752688172043011,0.012422360248447204,0.0013357376611233553
1377,2,"Carcinoma, Granular Cell",10,93,805,0.10752688172043011,0.012422360248447204,0.0013357376611233553
1378,2,Anaplastic thyroid carcinoma,17,137,805,0.12408759124087591,0.02111801242236025,0.0026204832932855784
1379,2,Mitochondrial Diseases,25,283,805,0.08833922261484099,0.031055900621118012,0.0027434541184733225
1380,2,Congenital chromosomal disease,33,361,805,0.09141274238227147,0.040993788819875775,0.0037473546566645444
1381,2,"Adenocarcinoma, Endometrioid",2,55,805,0.03636363636363636,0.002484472049689441,9.034443817052512e-05
1382,2,"Adenocarcinoma, Oxyphilic",11,98,805,0.11224489795918367,0.013664596273291925,0.0015337812143490935
1383,2,Basal cell carcinoma,8,87,805,0.09195402298850575,0.009937888198757764,0.0009138287998857714
1384,2,Microstomia,7,87,805,0.08045977011494253,0.008695652173913044,0.0006996501749125438
1385,2,Malignant neoplasm of female breast,3,45,805,0.06666666666666667,0.0037267080745341614,0.0002484472049689441
1386,2,Death in infancy,7,84,805,0.08333333333333333,0.008695652173913044,0.0007246376811594203
1387,2,Invasive Carcinoma,12,121,805,0.09917355371900827,0.014906832298136646,0.001478363533699502
1388,2,Adult Glioblastoma,12,146,805,0.0821917808219178,0.014906832298136646,0.0012252190929975325
1389,2,Kyphosis deformity of spine,16,131,805,0.12213740458015267,0.01987577639751553,0.0024275757432080033
1390,2,Speech Delay,17,163,805,0.10429447852760736,0.02111801242236025,0.0022024920931295964
1391,2,cervical cancer,66,679,805,0.09720176730486009,0.08198757763975155,0.00796933744362828
1392,2,Muscle hypotonia,36,335,805,0.10746268656716418,0.04472049689440994,0.0048057847408918145
1393,2,Prominent globes,13,110,805,0.11818181818181818,0.016149068322981366,0.0019085262563523432
1394,2,Dysmorphic facies,9,72,805,0.125,0.011180124223602485,0.0013975155279503106
1395,2,"Adenocarcinoma, Basal Cell",11,94,805,0.11702127659574468,0.013664596273291925,0.0015990485000660763
1396,2,Malignant neoplasm of lung,201,1671,805,0.12028725314183124,0.2496894409937888,0.03003445699566221
1397,2,Wide nose,4,57,805,0.07017543859649122,0.004968944099378882,0.0003486978315353601
1398,2,Hyperactive behavior,65,505,805,0.12871287128712872,0.08074534161490683,0.01039296476231474
1399,2,Malignant Peripheral Nerve Sheath Tumor,14,145,805,0.09655172413793103,0.017391304347826087,0.0016791604197901049
1400,2,Congenital contractural arachnodactyly,17,162,805,0.10493827160493827,0.02111801242236025,0.0022160877233341
1401,2,Growth failure,17,162,805,0.10493827160493827,0.02111801242236025,0.0022160877233341
1402,2,Prostatic Intraepithelial Neoplasias,17,135,805,0.1259259259259259,0.02111801242236025,0.00265930526800092
1403,2,Endometrioid carcinoma ovary,2,37,805,0.05405405405405406,0.002484472049689441,0.00013429578646969952
1404,2,Li-Fraumeni Syndrome,4,44,805,0.09090909090909091,0.004968944099378882,0.0004517221908526257
1405,2,"Hernia, Inguinal",12,99,805,0.12121212121212122,0.014906832298136646,0.0018068887634105025
1406,2,Ovarian Carcinoma,173,1507,805,0.11479761114797611,0.21490683229813665,0.024670790967204804
1407,2,Adenoid Cystic Carcinoma,12,159,805,0.07547169811320754,0.014906832298136646,0.0011250439470291808
1408,2,Congenital Abnormality,43,435,805,0.09885057471264368,0.05341614906832298,0.005280217034339973
1409,2,Childhood Glioblastoma,13,144,805,0.09027777777777778,0.016149068322981366,0.0014579020013802623
1410,2,Malignant tumor of cervix,61,623,805,0.09791332263242375,0.07577639751552795,0.007419518857860682
1411,2,Charcot-Marie-Tooth Disease,36,222,805,0.16216216216216217,0.04472049689440994,0.007251972469363774
1412,2,Absent speech,4,68,805,0.058823529411764705,0.004968944099378882,0.00029229082937522833
1413,2,Cervix carcinoma,78,772,805,0.10103626943005181,0.0968944099378882,0.009789849708750362
1414,2,Sparse scalp hair,6,53,805,0.11320754716981132,0.007453416149068323,0.0008437829602718856
1415,2,Full lower lip,5,65,805,0.07692307692307693,0.006211180124223602,0.00047778308647873863
1416,2,Thick lower lip vermilion,5,65,805,0.07692307692307693,0.006211180124223602,0.00047778308647873863
1417,2,Acoustic Neuroma,8,62,805,0.12903225806451613,0.009937888198757764,0.0012823081546784211
1418,2,Benign Neoplasm,8,59,805,0.13559322033898305,0.009937888198757764,0.001347510264238341
1419,2,Growth delay,13,131,805,0.09923664122137404,0.016149068322981366,0.0016025792992271585
1420,2,Developmental delay (disorder),14,148,805,0.0945945945945946,0.017391304347826087,0.0016451233842538192
1421,2,Prominent eyes,13,108,805,0.12037037037037036,0.016149068322981366,0.0019438693351736828
1422,2,Protruding eyes,13,108,805,0.12037037037037036,0.016149068322981366,0.0019438693351736828
1423,2,Intraepithelial Neoplasia,9,76,805,0.11842105263157894,0.011180124223602485,0.0013239620791108205
1424,2,Melanocytic nevus,21,155,805,0.13548387096774195,0.02608695652173913,0.0035343618513323984
1425,2,Congenital anomaly of face,12,100,805,0.12,0.014906832298136646,0.0017888198757763975
1426,2,Lymphoma,99,907,805,0.10915104740904079,0.12298136645962733,0.013423544960863402
1427,2,Gallbladder Carcinoma,22,176,805,0.125,0.02732919254658385,0.0034161490683229812
1428,2,Esophageal Atresia,3,32,805,0.09375,0.0037267080745341614,0.0003493788819875776
1429,2,Growth retardation,13,130,805,0.1,0.016149068322981366,0.0016149068322981368
1430,2,Poor growth,13,130,805,0.1,0.016149068322981366,0.0016149068322981368
1431,2,Heart Septal Defects,6,49,805,0.12244897959183673,0.007453416149068323,0.0009126632019267333
1432,2,Hematopoietic Neoplasms,13,147,805,0.08843537414965986,0.016149068322981366,0.0014281488993112773
1433,2,"Neoplastic Syndromes, Hereditary",6,64,805,0.09375,0.007453416149068323,0.0006987577639751552
1434,2,Malignant neoplasm of prostate,237,2191,805,0.10816978548607942,0.29440993788819875,0.031846259826336425
1435,2,Werner Syndrome,8,78,805,0.10256410256410256,0.009937888198757764,0.0010192705844879759
1436,2,Noonan Syndrome,6,52,805,0.11538461538461539,0.007453416149068323,0.0008600095556617296
1437,2,Adenocarcinoma Of Esophagus,22,222,805,0.0990990990990991,0.02732919254658385,0.0027082983604722736
1438,2,Supratentorial atrophy,17,112,805,0.15178571428571427,0.02111801242236025,0.0032054125998225375
1439,2,Hyperkyphosis,14,122,805,0.11475409836065574,0.017391304347826087,0.0019957234497505346
1440,2,Dysarthria,46,210,805,0.21904761904761905,0.05714285714285714,0.012517006802721088
1441,2,HIV Coinfection,10,83,805,0.12048192771084337,0.012422360248447204,0.0014966699094514705
1442,2,Nephroblastoma,22,271,805,0.08118081180811808,0.02732919254658385,0.0022186060369920467
1443,2,Very poor growth,14,134,805,0.1044776119402985,0.017391304347826087,0.0018170019467878
1444,2,Degenerative brain disorder,22,129,805,0.17054263565891473,0.02732919254658385,0.004660792527324377
1445,2,Transitional cell carcinoma of bladder,9,129,805,0.06976744186046512,0.011180124223602485,0.0007800086667629641
1446,2,Juvenile Myelomonocytic Leukemia,10,96,805,0.10416666666666667,0.012422360248447204,0.0012939958592132505
1447,2,Polyhydramnios,11,96,805,0.11458333333333333,0.013664596273291925,0.001565734989648033
1448,2,Soft Tissue Neoplasms,4,69,805,0.057971014492753624,0.004968944099378882,0.0002880547303987758
1449,2,Biliary Tract Cancer,10,101,805,0.09900990099009901,0.012422360248447204,0.0012299366582620994
1450,2,Extrahepatic Cholangiocarcinoma,8,66,805,0.12121212121212122,0.009937888198757764,0.0012045925089403352
1451,2,Luminal B Breast Carcinoma,6,66,805,0.09090909090909091,0.007453416149068323,0.0006775832862789384
1452,2,Nonverbal,4,63,805,0.06349206349206349,0.004968944099378882,0.0003154885142462782
1453,2,Glucocorticoid Receptor Deficiency,6,48,805,0.125,0.007453416149068323,0.0009316770186335404
